"promotion_id","promotion_district_id","promotion_name","media_type","cost","start_date","end_date"
"1428","128","Free For All","Daily Paper, Radio, TV","7227","1996-03-13","1996-03-16"
"1429","128","Unbeatable Price Savers","Bulk Mail","11179","1996-03-29","1996-04-02"
"1430","128","Coupon Spectacular","Daily Paper, Radio, TV","7867","1996-04-09","1996-04-12"
"1431","128","Unbeatable Price Savers","Sunday Paper","9510","1996-04-23","1996-04-24"
"1432","128","Super Duper Savers","Daily Paper","6799","1996-05-08","1996-05-10"
"1433","128","One Day Sale","In-Store Coupon","12969","1996-05-23","1996-05-25"
"1434","128","Price Cutters","Sunday Paper","7694","1996-06-06","1996-06-08"
"1435","128","Price Smashers","Daily Paper","10538","1996-06-18","1996-06-20"
"1436","128","Coupon Spectacular","Product Attachment","6880","1996-07-04","1996-07-06"
"1437","128","Big Promo","Daily Paper, Radio, TV","7165","1996-07-17","1996-07-20"
"1438","128","Mystery Sale","Daily Paper, Radio","7272","1996-07-31","1996-08-04"
"1439","128","Sales Days","In-Store Coupon","8661","1996-08-16","1996-08-17"
"1440","128","Price Cutters","Street Handout","9368","1996-08-27","1996-08-31"
"1441","128","Save-It Sale","Sunday Paper, Radio, TV","5283","1996-09-12","1996-09-16"
"1442","128","Fantastic Discounts","In-Store Coupon","13427","1996-09-26","1996-09-27"
"1443","128","Money Savers","TV","13361","1996-10-09","1996-10-13"
"1444","128","Price Slashers","Cash Register Handout","5777","1996-10-25","1996-10-27"
"1445","128","Mystery Sale","Sunday Paper, Radio, TV","6565","1996-11-06","1996-11-07"
"1446","128","Weekend Markdown","Sunday Paper","12746","1996-11-20","1996-11-22"
"1447","128","Price Winners","In-Store Coupon","12471","1996-12-04","1996-12-07"
"1448","128","Coupon Spectacular","Cash Register Handout","6596","1996-12-17","1996-12-21"
"1449","128","Double Your Savings","Daily Paper, Radio, TV","12257","1997-01-01","1997-01-04"
"1450","128","Pick Your Savings","Street Handout","13819","1997-01-15","1997-01-17"
"1451","128","Sale Winners","Street Handout","13498","1997-01-29","1997-02-02"
"1452","128","Price Destroyers","Sunday Paper, Radio","9333","1997-02-13","1997-02-17"
"1453","128","Shelf Emptiers","Sunday Paper, Radio, TV","9867","1997-02-26","1997-02-28"
"1454","128","Bag Stuffers","Product Attachment","6810","1997-03-11","1997-03-13"
"1455","128","Tip Top Savings","Daily Paper, Radio, TV","5034","1997-03-26","1997-03-28"
"1456","128","Savings Galore","Daily Paper, Radio, TV","12577","1997-04-09","1997-04-13"
"1457","128","Price Winners","Daily Paper, Radio","14542","1997-04-23","1997-04-24"
"1458","128","Price Savers","Daily Paper, Radio, TV","9522","1997-05-06","1997-05-07"
"1459","128","High Roller Savings","Radio","6292","1997-05-22","1997-05-25"
"1460","128","Shelf Emptiers","Sunday Paper","5544","1997-06-05","1997-06-09"
"1461","128","Bag Stuffers","Daily Paper, Radio","5824","1997-06-20","1997-06-22"
"1462","128","Price Winners","Street Handout","6185","1997-07-03","1997-07-06"
"1463","128","Sale Winners","Sunday Paper, Radio","14156","1997-07-16","1997-07-19"
"1464","128","Sale Winners","Sunday Paper, Radio","5117","1997-08-01","1997-08-03"
"1465","128","Tip Top Savings","Daily Paper, Radio","10270","1997-08-15","1997-08-18"
"1466","128","I Cant Believe It Sale","Daily Paper, Radio","8668","1997-08-27","1997-08-29"
"1467","128","Bye Bye Baby","Daily Paper, Radio","6430","1997-09-10","1997-09-14"
"1468","128","Two for One","Daily Paper","9100","1997-09-24","1997-09-27"
"1469","128","Bag Stuffers","Sunday Paper, Radio","6470","1997-10-07","1997-10-10"
"1470","128","Double Your Savings","Cash Register Handout","12905","1997-10-22","1997-10-24"
"1471","128","Price Winners","Sunday Paper, Radio, TV","7965","1997-11-06","1997-11-08"
"1472","128","One Day Sale","Radio","5001","1997-11-21","1997-11-24"
"1473","128","Coupon Spectacular","Product Attachment","7244","1997-12-03","1997-12-06"
"1474","128","Green Light Days","Product Attachment","9060","1997-12-18","1997-12-21"
"1475","128","Double Down Sale","Radio","5321","1998-01-02","1998-01-05"
"1476","128","Weekend Markdown","In-Store Coupon","11409","1998-01-13","1998-01-16"
"1477","128","Money Grabbers","Cash Register Handout","8525","1998-01-30","1998-02-03"
"1478","128","Go For It","Radio","12251","1998-02-13","1998-02-16"
"1479","128","Green Light Special","Product Attachment","9713","1998-02-25","1998-02-28"
"1480","128","Price Savers","Daily Paper","7511","1998-03-13","1998-03-14"
"1481","128","Mystery Sale","Cash Register Handout","9500","1998-03-26","1998-03-28"
"1482","128","Dollar Cutters","Daily Paper","14734","1998-04-09","1998-04-11"
"1483","128","Bag Stuffers","Sunday Paper","8085","1998-04-22","1998-04-25"
"1484","128","I Cant Believe It Sale","Daily Paper, Radio, TV","10247","1998-05-05","1998-05-06"
"1485","128","Super Savers","Street Handout","14454","1998-05-20","1998-05-24"
"1486","128","Price Slashers","Sunday Paper, Radio, TV","7724","1998-06-04","1998-06-06"
"1487","128","Price Cutters","Cash Register Handout","12277","1998-06-17","1998-06-21"
"1488","128","Super Savers","Sunday Paper, Radio","14739","1998-07-03","1998-07-04"
"1489","128","Bye Bye Baby","Sunday Paper","13818","1998-07-17","1998-07-18"
"1490","128","Super Duper Savers","Cash Register Handout","5125","1998-07-28","1998-07-31"
"1491","128","Dimes Off","Daily Paper, Radio","8223","1998-08-11","1998-08-14"
"1492","128","Sale Winners","Street Handout","11147","1998-08-27","1998-08-29"
"1493","128","Super Duper Savers","Street Handout","5100","1998-09-10","1998-09-13"
"1494","128","Dollar Cutters","Street Handout","11788","1998-09-24","1998-09-28"
"1495","128","Super Duper Savers","Daily Paper, Radio","6087","1998-10-08","1998-10-11"
"1496","128","Money Savers","Sunday Paper","10720","1998-10-23","1998-10-24"
"1497","128","Price Smashers","Street Handout","9545","1998-11-04","1998-11-08"
"1498","128","Double Down Sale","Cash Register Handout","14271","1998-11-18","1998-11-22"
"1499","128","Tip Top Savings","Daily Paper","8524","1998-12-01","1998-12-02"
"1500","128","Save-It Sale","In-Store Coupon","7522","1998-12-17","1998-12-19"
"1503","129","Unbeatable Price Savers","Product Attachment","12716","1996-01-17","1996-01-20"
"1504","129","Unbeatable Price Savers","Daily Paper","13423","1996-01-31","1996-02-02"
"1505","129","Bag Stuffers","In-Store Coupon","9338","1996-02-13","1996-02-14"
"1506","129","Double Down Sale","Sunday Paper","7482","1996-03-01","1996-03-03"
"1507","129","Double Your Savings","Cash Register Handout","7415","1996-03-14","1996-03-16"
"1508","129","High Roller Savings","Radio","9832","1996-03-27","1996-03-30"
"1509","129","I Cant Believe It Sale","Cash Register Handout","11866","1996-04-12","1996-04-15"
"1510","129","Super Duper Savers","In-Store Coupon","5391","1996-04-25","1996-04-29"
"1511","129","Big Time Discounts","Product Attachment","6525","1996-05-08","1996-05-10"
"1512","129","Green Light Special","Sunday Paper, Radio","10651","1996-05-23","1996-05-25"
"1513","129","Sales Days","Street Handout","6312","1996-06-06","1996-06-07"
"1514","129","Double Down Sale","Daily Paper","7874","1996-06-19","1996-06-22"
"1515","129","One Day Sale","Daily Paper","7553","1996-07-03","1996-07-05"
"1516","129","Best Savings","Daily Paper, Radio, TV","10732","1996-07-19","1996-07-21"
"1517","129","Big Time Discounts","Bulk Mail","11266","1996-08-01","1996-08-04"
"1518","129","Tip Top Savings","Sunday Paper, Radio","10864","1996-08-14","1996-08-17"
"1519","129","Big Promo","Cash Register Handout","9089","1996-08-29","1996-09-01"
"1520","129","Price Cutters","In-Store Coupon","13190","1996-09-10","1996-09-14"
"1521","129","Saving Days","In-Store Coupon","8597","1996-09-26","1996-09-28"
"1522","129","Big Time Savings","Street Handout","13577","1996-10-09","1996-10-12"
"1523","129","Price Winners","Bulk Mail","10347","1996-10-25","1996-10-29"
"1524","129","Price Cutters","Daily Paper","9599","1996-11-06","1996-11-08"
"1525","129","Tip Top Savings","Daily Paper, Radio, TV","9879","1996-11-20","1996-11-23"
"1526","129","Shelf Clearing Days","Daily Paper","10240","1996-12-06","1996-12-10"
"1527","129","Tip Top Savings","TV","8210","1996-12-19","1996-12-20"
"1528","129","Tip Top Savings","TV","9172","1997-01-01","1997-01-05"
"1529","129","Best Savings","Radio","14325","1997-01-14","1997-01-16"
"1530","129","Two for One","Sunday Paper","13998","1997-01-31","1997-02-04"
"1531","129","Price Savers","Cash Register Handout","10514","1997-02-13","1997-02-15"
"1532","129","Super Savers","Product Attachment","13184","1997-02-28","1997-03-04"
"1533","129","Tip Top Savings","Daily Paper, Radio, TV","10554","1997-03-12","1997-03-13"
"1534","129","Sales Days","Sunday Paper, Radio","6989","1997-03-27","1997-03-31"
"1535","129","Two Day Sale","Bulk Mail","12050","1997-04-11","1997-04-13"
"1536","129","Bye Bye Baby","TV","6429","1997-04-23","1997-04-27"
"1537","129","Green Light Days","Sunday Paper, Radio, TV","8672","1997-05-08","1997-05-10"
"1538","129","Price Smashers","Sunday Paper, Radio, TV","13144","1997-05-21","1997-05-25"
"1539","129","Green Light Special","TV","6749","1997-06-04","1997-06-06"
"1540","129","Savings Galore","Daily Paper, Radio","9396","1997-06-19","1997-06-22"
"1541","129","Dimes Off","Daily Paper, Radio, TV","6512","1997-07-03","1997-07-06"
"1542","129","Big Time Savings","Product Attachment","13709","1997-07-15","1997-07-18"
"1543","129","Savings Galore","In-Store Coupon","8515","1997-07-30","1997-08-01"
"1544","129","Two for One","Daily Paper, Radio, TV","8968","1997-08-14","1997-08-16"
"1545","129","Big Time Discounts","Product Attachment","8302","1997-08-27","1997-08-29"
"1546","129","Price Winners","Daily Paper, Radio, TV","13535","1997-09-11","1997-09-13"
"1547","129","Free For All","Street Handout","9543","1997-09-24","1997-09-27"
"1548","129","Pick Your Savings","Cash Register Handout","9049","1997-10-07","1997-10-08"
"1549","129","Price Winners","Sunday Paper, Radio","5911","1997-10-23","1997-10-24"
"1550","129","You Save Days","Daily Paper","9182","1997-11-04","1997-11-07"
"1551","129","Sales Days","Street Handout","14981","1997-11-21","1997-11-23"
"1552","129","Mystery Sale","Daily Paper, Radio, TV","8852","1997-12-03","1997-12-06"
"1553","129","Wallet Savers","Sunday Paper, Radio, TV","7931","1997-12-17","1997-12-20"
"1554","129","Save-It Sale","Radio","6583","1997-12-31","1998-01-01"
"1555","129","Dollar Days","Radio","12336","1998-01-15","1998-01-16"
"1556","129","One Day Sale","Daily Paper","5261","1998-01-27","1998-01-31"
"1557","129","Price Winners","Sunday Paper, Radio","9213","1998-02-13","1998-02-16"
"1558","129","Save-It Sale","Bulk Mail","5902","1998-02-27","1998-03-01"
"1559","129","Save-It Sale","Radio","7544","1998-03-11","1998-03-15"
"1560","129","Double Your Savings","Daily Paper, Radio","8736","1998-03-26","1998-03-30"
"1561","129","Price Destroyers","Product Attachment","7561","1998-04-10","1998-04-13"
"1562","129","Money Savers","Daily Paper, Radio","9631","1998-04-21","1998-04-23"
"1563","129","Coupon Spectacular","Daily Paper, Radio, TV","12474","1998-05-07","1998-05-09"
"1564","129","Double Your Savings","Street Handout","11472","1998-05-19","1998-05-22"
"1565","129","Price Savers","Daily Paper","5170","1998-06-03","1998-06-05"
"1566","129","I Cant Believe It Sale","TV","5277","1998-06-17","1998-06-19"
"1567","129","Green Light Days","Sunday Paper, Radio","6666","1998-07-02","1998-07-06"
"1568","129","Green Light Special","Daily Paper, Radio","14717","1998-07-16","1998-07-19"
"1569","129","Sales Days","Sunday Paper","13288","1998-07-30","1998-08-01"
"1570","129","Super Duper Savers","Daily Paper, Radio","8776","1998-08-12","1998-08-15"
"1571","129","Double Down Sale","Daily Paper, Radio","5356","1998-08-27","1998-08-30"
"1572","129","Shelf Clearing Days","In-Store Coupon","5116","1998-09-08","1998-09-10"
"1573","129","Fantastic Discounts","Daily Paper","8560","1998-09-24","1998-09-28"
"1574","129","Big Time Discounts","TV","12085","1998-10-07","1998-10-10"
"1575","129","Sale Winners","Daily Paper, Radio","13219","1998-10-20","1998-10-24"
"1576","129","Save-It Sale","Product Attachment","14689","1998-11-04","1998-11-05"
"1577","129","Savings Galore","In-Store Coupon","13006","1998-11-18","1998-11-21"
"1578","129","Super Duper Savers","Product Attachment","11912","1998-12-01","1998-12-03"
"1579","129","Price Smashers","Product Attachment","11591","1998-12-15","1998-12-16"
"1582","130","Super Wallet Savers","Sunday Paper, Radio, TV","8805","1996-01-18","1996-01-21"
"1583","130","Big Time Discounts","Product Attachment","9685","1996-02-01","1996-02-05"
"1584","130","Unbeatable Price Savers","Sunday Paper","7228","1996-02-15","1996-02-17"
"1585","130","Mystery Sale","Sunday Paper","12635","1996-02-27","1996-03-01"
"1586","130","Dimes Off","Daily Paper","14959","1996-03-14","1996-03-18"
"1587","130","Sales Galore","Cash Register Handout","14385","1996-03-26","1996-03-28"
"1588","130","High Roller Savings","Daily Paper, Radio, TV","13637","1996-04-10","1996-04-13"
"1589","130","Coupon Spectacular","Street Handout","13917","1996-04-25","1996-04-26"
"1590","130","Dimes Off","Daily Paper, Radio, TV","14278","1996-05-07","1996-05-09"
"1591","130","Coupon Spectacular","Cash Register Handout","13658","1996-05-21","1996-05-23"
"1592","130","Three for One","Product Attachment","14619","1996-06-07","1996-06-09"
"1593","130","Price Slashers","Daily Paper","7116","1996-06-20","1996-06-23"
"1594","130","Super Savers","Daily Paper, Radio","5514","1996-07-02","1996-07-03"
"1595","130","Two for One","Sunday Paper, Radio","14686","1996-07-16","1996-07-18"
"1596","130","Money Savers","Sunday Paper, Radio, TV","7356","1996-07-30","1996-07-31"
"1597","130","Money Savers","Cash Register Handout","14726","1996-08-15","1996-08-18"
"1598","130","Big Promo","Sunday Paper, Radio, TV","8505","1996-08-27","1996-08-31"
"1599","130","Free For All","Cash Register Handout","6221","1996-09-10","1996-09-14"
"1600","130","High Roller Savings","Cash Register Handout","10601","1996-09-26","1996-09-28"
"1601","130","Price Smashers","Sunday Paper","6746","1996-10-10","1996-10-13"
"1602","130","Super Savers","Product Attachment","8562","1996-10-24","1996-10-27"
"1603","130","Shelf Emptiers","Sunday Paper","14823","1996-11-05","1996-11-06"
"1604","130","Free For All","Radio","10912","1996-11-19","1996-11-20"
"1605","130","Dollar Days","Street Handout","8028","1996-12-06","1996-12-08"
"1606","130","Dimes Off","Sunday Paper, Radio, TV","7881","1996-12-18","1996-12-20"
"1607","130","Wallet Savers","Sunday Paper","12687","1997-01-02","1997-01-05"
"1608","130","Super Duper Savers","Cash Register Handout","10485","1997-01-14","1997-01-17"
"1609","130","Bag Stuffers","Street Handout","12474","1997-01-30","1997-02-02"
"1610","130","Two for One","Street Handout","7707","1997-02-14","1997-02-18"
"1611","130","Saving Days","Daily Paper","7617","1997-02-25","1997-02-27"
"1612","130","Super Duper Savers","Daily Paper, Radio, TV","7123","1997-03-14","1997-03-17"
"1613","130","Big Time Discounts","Street Handout","13985","1997-03-26","1997-03-29"
"1614","130","Double Down Sale","Sunday Paper, Radio, TV","14600","1997-04-09","1997-04-11"
"1615","130","Big Promo","Daily Paper","9153","1997-04-23","1997-04-26"
"1616","130","Big Time Discounts","Street Handout","13024","1997-05-08","1997-05-12"
"1617","130","Weekend Markdown","In-Store Coupon","12103","1997-05-22","1997-05-26"
"1618","130","Two Day Sale","Bulk Mail","10755","1997-06-06","1997-06-08"
"1619","130","Sale Winners","TV","13853","1997-06-19","1997-06-21"
"1620","130","Price Slashers","Product Attachment","9433","1997-07-03","1997-07-05"
"1621","130","Two for One","Daily Paper, Radio, TV","7316","1997-07-16","1997-07-18"
"1622","130","Tip Top Savings","Sunday Paper, Radio","14005","1997-07-31","1997-08-02"
"1623","130","Price Destroyers","In-Store Coupon","5648","1997-08-14","1997-08-17"
"1624","130","Coupon Spectacular","Street Handout","12937","1997-08-26","1997-08-28"
"1625","130","Saving Days","Sunday Paper, Radio, TV","11762","1997-09-10","1997-09-14"
"1626","130","Bag Stuffers","In-Store Coupon","13832","1997-09-25","1997-09-29"
"1627","130","I Cant Believe It Sale","Street Handout","6675","1997-10-09","1997-10-13"
"1628","130","Tip Top Savings","Daily Paper","5674","1997-10-23","1997-10-27"
"1629","130","Sales Galore","Daily Paper, Radio, TV","6716","1997-11-05","1997-11-08"
"1630","130","Fantastic Discounts","Cash Register Handout","6823","1997-11-19","1997-11-22"
"1631","130","Price Smashers","Daily Paper, Radio, TV","8211","1997-12-05","1997-12-07"
"1632","130","Two Day Sale","Daily Paper, Radio, TV","5476","1997-12-18","1997-12-21"
"1633","130","Super Wallet Savers","Sunday Paper, Radio","14047","1997-12-31","1998-01-02"
"1634","130","You Save Days","Daily Paper, Radio","9535","1998-01-14","1998-01-17"
"1635","130","Dollar Cutters","Sunday Paper, Radio","12125","1998-01-28","1998-01-30"
"1636","130","Double Your Savings","Bulk Mail","11885","1998-02-12","1998-02-13"
"1637","130","Shelf Clearing Days","Sunday Paper","5329","1998-02-27","1998-03-02"
"1638","130","Unbeatable Price Savers","Cash Register Handout","8854","1998-03-13","1998-03-14"
"1639","130","Green Light Days","Sunday Paper, Radio","7333","1998-03-27","1998-03-29"
"1640","130","Sale Winners","Daily Paper, Radio","11458","1998-04-10","1998-04-13"
"1641","130","Two Day Sale","Sunday Paper","7119","1998-04-24","1998-04-25"
"1642","130","Big Time Discounts","Daily Paper, Radio","9927","1998-05-07","1998-05-08"
"1643","130","Free For All","Daily Paper, Radio, TV","9607","1998-05-22","1998-05-25"
"1644","130","Big Time Savings","Cash Register Handout","5441","1998-06-02","1998-06-05"
"1645","130","Price Winners","Product Attachment","5975","1998-06-16","1998-06-17"
"1646","130","Price Savers","Daily Paper","12918","1998-07-03","1998-07-04"
"1647","130","Big Time Savings","Sunday Paper, Radio, TV","13798","1998-07-15","1998-07-19"
"1648","130","One Day Sale","Sunday Paper, Radio, TV","8686","1998-07-31","1998-08-03"
"1649","130","Price Slashers","Daily Paper, Radio","14093","1998-08-12","1998-08-13"
"1650","130","Money Savers","Daily Paper, Radio, TV","9073","1998-08-25","1998-08-26"
"1651","130","Dollar Cutters","Sunday Paper, Radio","8498","1998-09-10","1998-09-13"
"1652","130","Green Light Days","Street Handout","7750","1998-09-24","1998-09-27"
"1653","130","Price Savers","Sunday Paper","11933","1998-10-08","1998-10-12"
"1654","130","High Roller Savings","In-Store Coupon","14949","1998-10-21","1998-10-23"
"1655","130","Free For All","Product Attachment","12920","1998-11-05","1998-11-07"
"1656","130","Free For All","Cash Register Handout","13881","1998-11-19","1998-11-20"
"1657","130","Big Time Savings","Bulk Mail","6378","1998-12-03","1998-12-06"
"1658","130","Price Slashers","Daily Paper","14776","1998-12-18","1998-12-22"
"1661","131","Wallet Savers","In-Store Coupon","13988","1996-01-17","1996-01-19"
"1662","131","Two Day Sale","Sunday Paper, Radio, TV","7767","1996-01-30","1996-01-31"
"1663","131","Green Light Days","Product Attachment","6700","1996-02-13","1996-02-17"
"1664","131","Saving Days","Daily Paper, Radio","11080","1996-03-01","1996-03-02"
"1665","131","Tip Top Savings","Daily Paper","13323","1996-03-15","1996-03-17"
"1666","131","Big Promo","Daily Paper, Radio","5139","1996-03-27","1996-03-29"
"1667","131","Sales Days","Daily Paper, Radio","11400","1996-04-11","1996-04-14"
"1668","131","Unbeatable Price Savers","TV","7488","1996-04-25","1996-04-28"
"1669","131","High Roller Savings","Daily Paper","14605","1996-05-09","1996-05-12"
"1670","131","Big Promo","Radio","14457","1996-05-24","1996-05-27"
"1671","131","Free For All","Cash Register Handout","9264","1996-06-05","1996-06-07"
"1672","131","Dollar Days","Daily Paper","7061","1996-06-20","1996-06-21"
"1673","131","Savings Galore","Sunday Paper","13115","1996-07-05","1996-07-08"
"1674","131","Big Promo","Product Attachment","8349","1996-07-16","1996-07-19"
"1675","131","Pick Your Savings","Daily Paper","11701","1996-08-01","1996-08-02"
"1676","131","Big Time Discounts","Street Handout","13863","1996-08-15","1996-08-17"
"1677","131","Unbeatable Price Savers","In-Store Coupon","8069","1996-08-30","1996-09-01"
"1678","131","Dollar Cutters","Radio","11340","1996-09-10","1996-09-13"
"1679","131","Wallet Savers","Sunday Paper","5893","1996-09-24","1996-09-26"
"1680","131","Unbeatable Price Savers","In-Store Coupon","7108","1996-10-08","1996-10-10"
"1681","131","Price Winners","TV","8843","1996-10-22","1996-10-24"
"1682","131","Tip Top Savings","Street Handout","7495","1996-11-06","1996-11-10"
"1683","131","Green Light Days","Cash Register Handout","10592","1996-11-20","1996-11-21"
"1684","131","Price Winners","Daily Paper, Radio, TV","7419","1996-12-04","1996-12-07"
"1685","131","Best Savings","Daily Paper","11371","1996-12-20","1996-12-24"
"1686","131","Big Promo","Daily Paper, Radio, TV","8060","1996-12-31","1997-01-03"
"1687","131","Best Savings","Sunday Paper","9702","1997-01-14","1997-01-16"
"1688","131","Go For It","Daily Paper","6992","1997-01-29","1997-01-31"
"1689","131","Mystery Sale","In-Store Coupon","13161","1997-02-13","1997-02-15"
"1690","131","Price Destroyers","Sunday Paper","7887","1997-02-27","1997-03-01"
"1691","131","Pick Your Savings","Daily Paper","10730","1997-03-11","1997-03-13"
"1692","131","Big Promo","Product Attachment","7073","1997-03-27","1997-03-29"
"1693","131","Super Savers","Street Handout","10771","1997-04-09","1997-04-12"
"1694","131","Mystery Sale","Daily Paper, Radio, TV","7435","1997-04-23","1997-04-27"
"1695","131","Tip Top Savings","In-Store Coupon","8824","1997-05-06","1997-05-07"
"1696","131","Price Cutters","Street Handout","9531","1997-05-20","1997-05-24"
"1697","131","Price Savers","Sunday Paper, Radio, TV","5446","1997-06-05","1997-06-09"
"1698","131","Weekend Markdown","In-Store Coupon","13590","1997-06-20","1997-06-21"
"1699","131","Save-It Sale","Bulk Mail","13524","1997-07-02","1997-07-06"
"1700","131","Price Cutters","Cash Register Handout","5940","1997-07-18","1997-07-20"
"1701","131","Shelf Emptiers","Sunday Paper, Radio, TV","6728","1997-07-30","1997-07-31"
"1702","131","One Day Sale","Sunday Paper","12909","1997-08-13","1997-08-15"
"1703","131","Price Smashers","Daily Paper, Radio, TV","11387","1997-08-27","1997-08-30"
"1704","131","One Day Sale","Cash Register Handout","6759","1997-09-09","1997-09-10"
"1705","131","Bag Stuffers","In-Store Coupon","12420","1997-09-24","1997-09-27"
"1706","131","Sales Days","Street Handout","13982","1997-10-08","1997-10-10"
"1707","131","Saving Days","Street Handout","13661","1997-10-22","1997-10-26"
"1708","131","Super Savers","Sunday Paper, Radio","9496","1997-11-06","1997-11-10"
"1709","131","Two Day Sale","Sunday Paper, Radio, TV","10030","1997-11-19","1997-11-21"
"1710","131","Big Time Savings","Product Attachment","6973","1997-12-02","1997-12-04"
"1711","131","Tip Top Savings","In-Store Coupon","5197","1997-12-17","1997-12-19"
"1712","131","Bye Bye Baby","In-Store Coupon","12741","1997-12-31","1998-01-04"
"1713","131","You Save Days","Product Attachment","8148","1998-01-15","1998-01-19"
"1714","131","Pick Your Savings","Bulk Mail","7059","1998-01-30","1998-02-03"
"1715","131","Sale Winners","In-Store Coupon","13829","1998-02-11","1998-02-14"
"1716","131","Super Wallet Savers","Product Attachment","13081","1998-02-26","1998-03-01"
"1717","131","Two for One","Sunday Paper, Radio, TV","13361","1998-03-12","1998-03-13"
"1718","131","Weekend Markdown","Cash Register Handout","13722","1998-03-25","1998-03-27"
"1719","131","Big Time Savings","Radio","11692","1998-04-10","1998-04-12"
"1720","131","Big Time Savings","Radio","12654","1998-04-23","1998-04-25"
"1721","131","Super Savers","Sunday Paper, Radio, TV","7807","1998-05-07","1998-05-10"
"1722","131","Double Your Savings","Sunday Paper, Radio, TV","6204","1998-05-19","1998-05-20"
"1723","131","Dollar Days","Sunday Paper, Radio, TV","12720","1998-06-05","1998-06-07"
"1724","131","Pick Your Savings","Sunday Paper","9292","1998-06-17","1998-06-20"
"1725","131","Big Time Savings","Sunday Paper, Radio","6663","1998-06-30","1998-07-03"
"1726","131","Bag Stuffers","Cash Register Handout","13097","1998-07-15","1998-07-17"
"1727","131","Price Smashers","Sunday Paper, Radio, TV","8158","1998-07-30","1998-08-01"
"1728","131","Mystery Sale","Radio","5193","1998-08-14","1998-08-17"
"1729","131","Big Promo","Product Attachment","7436","1998-08-26","1998-08-29"
"1730","131","Three for One","Radio","9252","1998-09-10","1998-09-13"
"1731","131","Coupon Spectacular","Radio","5513","1998-09-25","1998-09-28"
"1732","131","One Day Sale","Cash Register Handout","11602","1998-10-06","1998-10-10"
"1733","131","Weekend Markdown","Product Attachment","8718","1998-10-23","1998-10-27"
"1734","131","I Cant Believe It Sale","TV","5915","1998-11-05","1998-11-07"
"1735","131","One Day Sale","Daily Paper, Radio, TV","7279","1998-11-18","1998-11-20"
"1736","131","Pick Your Savings","Sunday Paper, Radio","5077","1998-12-03","1998-12-07"
"1737","131","Dollar Cutters","Daily Paper, Radio","7066","1998-12-16","1998-12-17"
"1738","131","Go For It","Sunday Paper, Radio","12300","1998-12-30","1998-12-31"
"1740","132","Double Your Savings","Bulk Mail","7813","1996-01-18","1996-01-21"
"1741","132","Green Light Days","Product Attachment","12020","1996-01-31","1996-02-03"
"1742","132","Big Time Discounts","Street Handout","5290","1996-02-15","1996-02-16"
"1743","132","Free For All","Daily Paper, Radio","9843","1996-02-27","1996-03-01"
"1744","132","Green Light Special","Product Attachment","11058","1996-03-14","1996-03-17"
"1745","132","Price Slashers","Sunday Paper","14040","1996-03-29","1996-03-30"
"1746","132","Go For It","Product Attachment","5347","1996-04-09","1996-04-12"
"1747","132","Dollar Cutters","Daily Paper, Radio","8445","1996-04-23","1996-04-26"
"1748","132","Saving Days","Street Handout","11369","1996-05-09","1996-05-11"
"1749","132","Go For It","Sunday Paper","5321","1996-05-23","1996-05-26"
"1750","132","Super Wallet Savers","Street Handout","12010","1996-06-06","1996-06-07"
"1751","132","Go For It","Daily Paper, Radio","6309","1996-06-20","1996-06-23"
"1752","132","Save-It Sale","Sunday Paper","10942","1996-07-05","1996-07-06"
"1753","132","Pick Your Savings","Sunday Paper","9767","1996-07-17","1996-07-18"
"1754","132","Coupon Spectacular","Cash Register Handout","14493","1996-07-31","1996-08-04"
"1755","132","Big Time Savings","Sunday Paper","6090","1996-08-16","1996-08-19"
"1756","132","Price Smashers","Daily Paper","5088","1996-08-28","1996-08-29"
"1757","132","Double Your Savings","Cash Register Handout","8786","1996-09-12","1996-09-16"
"1758","132","Money Savers","In-Store Coupon","8893","1996-09-26","1996-09-27"
"1759","132","Saving Days","Daily Paper, Radio, TV","10281","1996-10-08","1996-10-10"
"1760","132","Saving Days","Sunday Paper, Radio","10989","1996-10-23","1996-10-24"
"1761","132","Two for One","Daily Paper","6904","1996-11-08","1996-11-11"
"1762","132","Unbeatable Price Savers","Product Attachment","5048","1996-11-21","1996-11-22"
"1763","132","Two Day Sale","Daily Paper, Radio","14981","1996-12-04","1996-12-05"
"1764","132","Sale Winners","In-Store Coupon","7398","1996-12-17","1996-12-19"
"1765","132","Big Time Discounts","Daily Paper","8186","1997-01-02","1997-01-04"
"1766","132","Big Time Savings","Daily Paper, Radio","13826","1997-01-15","1997-01-19"
"1767","132","Shelf Emptiers","In-Store Coupon","14960","1997-01-29","1997-01-30"
"1768","132","Double Down Sale","Street Handout","9085","1997-02-12","1997-02-14"
"1769","132","I Cant Believe It Sale","Product Attachment","14746","1997-02-26","1997-03-02"
"1770","132","Price Savers","Sunday Paper, Radio, TV","6308","1997-03-12","1997-03-14"
"1771","132","Unbeatable Price Savers","Sunday Paper, Radio, TV","5988","1997-03-26","1997-03-28"
"1772","132","Sales Days","Daily Paper","9166","1997-04-10","1997-04-12"
"1773","132","Mystery Sale","Sunday Paper, Radio","9700","1997-04-24","1997-04-27"
"1774","132","You Save Days","Sunday Paper","9299","1997-05-07","1997-05-09"
"1775","132","Weekend Markdown","Daily Paper, Radio, TV","7524","1997-05-22","1997-05-25"
